Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
0.0774492659454744,0.521588183548598,0.146685164301835,1.67337697622498,-0.331402567186348,0.350392629363833,1.82915888036258,1.87577827348299,1.18594661787601,0.280582533287251,-0.0306346479514416,1.34792550234544
-0.0188166624125693,0.524458321901127,0.0340382838685286,2.2800720253755,-0.867766900670238,0.531567414788326,1.27752367697756,1.65087524607128,0.626027621875859,0.130174867953062,-0.13878825148715,0.873633366882876
0.160858055445706,0.143789928021457,0.0192530742106178,0.960902460777342,-1.34102556809083,0.352738372107525,0.271928134221693,-1.4355643554704,0.279298931968669,-0.251241748974693,-0.20205741595927,0.00227644498317355
-0.0191564962722816,-0.697327117186807,0.117674093628248,-0.12321418869385,-1.82626136226223,-0.193361791833715,-0.414944145411372,-2.51546865680502,0.12935466654607,-0.510820555557694,-0.180168976775666,-0.139845068409062
-0.00444798060284036,-1.26024527116162,0.0913968837067266,-0.906249210151053,-1.53812365029459,-1.25664728807611,-1.21166167875885,-2.32308159489237,-0.271040365488992,-0.401881740815328,-0.153570572909184,-0.348422552516265
-0.0433607183308856,-0.66003296057079,-0.0954878329878397,-0.83260331697586,-0.693693320170698,-3.07299876655699,-1.96530211343069,-0.00124038482258801,-0.390969774842533,-0.301907750165324,-0.130606384504046,-0.495704249444366
-0.312850923651724,0.102755725695065,-0.230381724459818,-0.950420600285682,0.0297835241032573,-3.23437718698294,-1.92433686779539,0.728901352597627,-0.353451526414348,-0.115597903487952,-0.0967415169120562,-0.551446939553295
0.0646950731850822,-0.0972375335900516,-0.261693363088356,-1.14203940895396,0.28140338884617,-1.68804282039187,-0.91431935971634,-0.0559355475264788,-0.359973306059219,-0.0359659811195763,-0.0466131760446869,-0.858818359334805
0.0990386331792129,-0.27801302068818,-0.266535724542216,-1.28663822054328,0.284925689646094,0.173265066065146,0.151649473745807,0.0566325311170251,-0.294879856863004,-0.0344915428866616,0.0436259796188608,-0.95563345977769
-0.246742988889327,-0.270435391151967,-0.189418408768734,-0.753048825896176,0.605790383479956,1.35735590493977,0.686591303154303,-0.186766829878815,-0.152285422891122,0.0252647081920917,0.063545241419619,-0.791734866508342
-0.135356087089173,-0.619757635844129,-0.112027374609156,0.110745619356292,0.741383340579179,1.11987136483323,0.554291623212614,-0.0713813902501363,-0.0728677851057525,0.0304875663847853,0.0623658754423232,-0.386819997987419
0.155040123102998,-0.902696188862424,-0.0675185189532205,0.877277880001831,0.403791607609079,1.26444390163478,-0.217072750105451,0.0456793971402326,0.0889458772653098,0.0749939049674333,0.100758383722751,-0.00739465476575112
0.0412570773149246,-0.411414059525073,0.116458676349946,2.42873482433205,0.233208799819244,0.643927458077985,-0.541878614107683,0.533273466536242,0.105321695374393,0.0346891890903855,0.122227842721598,0.143200352545476
-0.485396899939666,0.607849383842098,0.255858066352776,2.27140153420889,0.751536824597006,-0.584470551334674,-0.37842039587402,-0.0264960674729121,0.0997979299444508,0.0689123266098582,0.0860449728580329,0.133735805711676
-0.580844771191516,0.355834975655505,0.170701454863417,1.50258513123444,0.723019946972671,-0.845461444904301,0.792884446556501,-0.362281374975073,0.115741739216949,0.131940834231193,0.0447076269714917,0.214297881627073
-0.366211513002173,-0.340324511568896,0.000525332940918333,1.81412070546813,0.232643954871718,-0.752657005505702,1.03159917123795,-0.120770971729962,0.0455219879064037,0.123332661477883,0.0276447514434288,0.47174996376483
-0.00384726940265958,-0.0560904044473639,-0.0145499656621508,1.23564138349332,-0.229735517478102,0.504558088837567,-0.0344562801450113,0.598330106953036,0.0125811837109068,0.0788141760897142,-0.0128432255897519,0.454204982402448
