template_0,template_1,template_2,template_3,template_4,template_5,template_6,template_7,template_8,template_9,template_10,template_11
0.00043947700004335754,-0.04321966120813647,0.01019723792422851,-0.11099155522183451,0.00250331994412502,0.0,0.025774509629233555,0.022135145062894754,-0.02603530047729092,-0.01550190968342688,0.0020840245671816474,-0.015224123065490647
0.0035158160003451533,0.034786892609342285,-0.0022660528720507105,0.08859736142502231,-0.0020118005030411792,0.0,-0.005727668806496201,-0.004918921125087759,0.011595678679349415,0.0034448688185392106,-0.0004631165704848,0.007354648823908915
0.0011186687273825628,0.05227750811140197,-0.0098882307144033,0.1322965317776295,-0.0030197790608665325,0.0,-0.02499346388289292,-0.02146438309129195,0.02856353736085178,0.015032154844535009,-0.0020208723075700666,0.0149901115120031
-0.0036756258185425203,0.0225818151025603,-0.01194827877990401,0.05931492551582873,-0.0013134895846301708,0.0,-0.03020043552516232,-0.02593612956864442,0.025921492018424537,0.018163853770479833,-0.0024418873716471673,0.012034879893668797
-0.007790728637128195,-0.04097055661266491,-0.0077251802456276015,-0.0911384876805385,0.002314194070388775,0.0,-0.019526143658510103,-0.016769049290071822,0.004722759103276068,0.011743870972292991,-0.0015788064902891186,0.0028415688637828534
-0.008150300728072567,-0.12504997722975614,0.0035020817113511713,-0.27985473813163037,0.007070398048911174,0.0,0.008851851791857997,0.007601969011499232,-0.033979444933385304,-0.005323888174106192,0.0007157256089310652,-0.008237206682777838
-0.0016780030910737787,-0.21632681694419514,0.02245452391395751,-0.46762485615760296,0.012162248495657866,0.0,0.0567559909007361,0.04874203660314204,-0.089131903640351,-0.03413551829279832,0.0045890641984403565,-0.016848831851136302
0.020583504583838112,-0.28234722938263224,0.05191321125061739,-0.5576657508683112,0.015653803087712758,0.0,0.1312156853851881,0.11268801122928258,-0.15906637755238257,-0.07891881293380898,0.010609579614742846,-0.015351157908813074
0.056380903860078324,-0.33459503045236016,0.10168477276686907,-0.5161119248028194,0.017515965536808703,0.008283724961260048,0.2663135175830071,0.2243796298330172,-0.24613072059927762,-0.15777148947565495,0.01583331110820016,-0.0009360462139520239
0.10604979535586163,-0.36106907766061624,0.16072655057787388,-0.3757078795602246,0.0177487358429457,0.01656744992252012,0.4248427221710383,0.3561941075848381,-0.3476499810284667,-0.25071681118425265,0.022951610390004408,0.03243783200184915
0.1791577285133466,-0.35171777915515157,0.21902980187416343,-0.16586816742446187,0.016352114006123745,0.018073581733658313,0.5738999227449004,0.48341706765312664,-0.45940497817351034,-0.33992973578490493,0.03396746719356725,0.08842361076527785
0.2789782752716461,-0.2984390937242313,0.26761969892163984,0.08732260863569638,0.013326100026342838,0.00753065905569098,0.6848851318189858,0.5842425412041536,-0.5828267196826298,-0.40973691546230184,0.05019550927451985,0.16075728078463145
0.37849641665238903,-0.1944501767148115,0.29855532906157534,0.3208778252620562,0.015822898920738404,-0.018826647639227343,0.7335017508264603,0.6397729674020791,-0.721399192904441,-0.44661669686051986,0.07226200241071293,0.24297246180681747
0.45428329110951576,-0.05631299077826442,0.3049296947106127,0.49486202014949,0.021401163423160615,-0.06325753606780397,0.6997565701192633,0.6340191934089527,-0.8500600140661565,-0.4391991210830224,0.10010485040221676,0.32840040261735354
0.4864961945292776,0.08795972107970103,0.2860444555667433,0.5877356018579922,0.022266346738744468,-0.14249125414286526,0.5578117840552149,0.5604707414685951,-0.9541234595624273,-0.3757656943670702,0.14179418642731603,0.41540162466940056
0.4615633851759555,0.21043664592073802,0.24509463165280326,0.5740099131450126,0.012471343873442124,-0.255774735958842,0.3165881502286526,0.426395086000509,-1.018745397351689,-0.26146347254608493,0.19753314908042066,0.4969026348256964
0.3792316966743694,0.2916388642014904,0.18444780287791795,0.465589183775094,-0.021925926097063897,-0.37180118014946845,0.026837147465532174,0.24640502227296596,-1.0336055396688968,-0.11961048347899879,0.2523415222474702,0.5561154896620744
0.23903064640854982,0.33070069103222777,0.10841334776142976,0.33269999107776255,-0.09415485753869192,-0.46356717426725225,-0.2625380103249956,0.038297025066062446,-0.9887924499409925,0.026713164308348254,0.29355919029942157,0.58244531248505
0.025217545669328833,0.33081648111299605,0.023242443432897497,0.20453755571658727,-0.18021800002859767,-0.5083726947834745,-0.5044823741505854,-0.17694875132827972,-0.8855025248066907,0.1546652816232086,0.3108461380922493,0.578791453800648
-0.24660942508891098,0.29645858019240684,-0.06287193436790314,0.1175761134728441,-0.25943273369781844,-0.4878211070881899,-0.653789259935698,-0.3751684731063136,-0.7325595803370627,0.24164159860592718,0.29618245096694584,0.5432472021746741
-0.5331434039305816,0.23337732506763814,-0.13979501129097988,0.11556891524551638,-0.31443126923127307,-0.3878191654902269,-0.6671002485215998,-0.5290146269524671,-0.5421472071676637,0.2652757647299411,0.2438683147495208,0.47965979110281076
-0.7924263488976411,0.15078021342112535,-0.231195426389587,0.12899410275058942,-0.30059466058240114,-0.17759704180559654,-0.5485110287039523,-0.6858244909732488,-0.3299370491181027,0.23283983111033157,0.13780707214230503,0.39693324644229677
-0.9838490380095939,0.06788980635347032,-0.3235393149604626,0.14590894390337322,-0.23604863396561823,0.09798219009054061,-0.33728433084582765,-0.8256083003777226,-0.11200978817326374,0.1594280971585801,-0.0002048053830420917,0.3008092856206302
-1.0907342348300206,0.00480920737548317,-0.4056544026089015,0.1512949195925019,-0.13677945348301226,0.39534658161952135,-0.07527582091722346,-0.9337993887006732,0.10451017919260105,0.06169497273109378,-0.14897741083305613,0.19216723247309295
-1.123159584162395,-0.01747793759181809,-0.4687300052487551,0.12705772367993368,-0.016633921124343313,0.6722153094991796,0.19306589950493638,-1.0012541878026078,0.2877708547687903,-0.04214502187079523,-0.28792740169246767,0.06806699823782991
-1.0817304506204406,0.001899661321822406,-0.5063170291024318,0.0833944546563918,0.08829043634899529,0.8875986757438459,0.420699293236802,-1.0242522278697552,0.43971852966395986,-0.13231725590082932,-0.3970779999242021,-0.05698813951411946
-0.9622488946534358,0.049330709344767694,-0.5143279707008971,0.03437609021398398,0.15773884644567493,1.001798107664349,0.557989887487598,-1.0044961374140666,0.5493340723206755,-0.18748698816782566,-0.45705899196938005,-0.16244812703964623
-0.7855702858758488,0.10867376849936522,-0.48788899584428636,-0.01093877279653057,0.18349739931481585,1.003570825201487,0.597413182206963,-0.9331156824096443,0.6106189715867387,-0.2049862711730494,-0.4625860196163879,-0.24014391586700537
-0.5820581242262893,0.16320192316004753,-0.42845345868997786,-0.04292176807333216,0.15491995881025913,0.9124433333757214,0.5644346476920163,-0.8079037740190819,0.616351787597915,-0.19587250312332322,-0.4231925485251167,-0.2900070270993341
-0.38566206707567785,0.20026087514398863,-0.34632791732970847,-0.05750024958435768,0.08011107548293317,0.7530528867648424,0.47606881083033725,-0.6472983707546172,0.5721361372917955,-0.16622687846785206,-0.3505231423484869,-0.30398102414130634
-0.23391792922724636,0.2173650068288846,-0.25293670923923134,-0.060742914460593905,-0.0028369113483893843,0.5543401288654134,0.35326125208321824,-0.4711324120493723,0.48784822420862906,-0.12362119055931108,-0.25837405919880596,-0.2873252706575348
-0.12436143072840934,0.21451431821473532,-0.16082195127831606,-0.055533523790455175,-0.07626892117531571,0.3495490920927711,0.2208886054856649,-0.300633818257353,0.37617383431561235,-0.07711783165384559,-0.162693251647768,-0.24875249677954908
-0.04540179217068901,0.191708809301541,-0.0836435396907487,-0.045579770401902774,-0.11930233180037289,0.17622719778102622,0.10775855864639672,-0.1584254906534496,0.2534313346237961,-0.037269792911071374,-0.08158036672645384,-0.19469174858076305
0.003701233057393256,0.14894848008930145,-0.036179150104331786,-0.03541327886244492,-0.10782697933700783,0.07622525618306294,0.046609852747846195,-0.06852531143343657,0.1379256759542719,-0.016120664394074526,-0.035286745925331243,-0.13237577802189207
0.017977417707338184,0.08658966665478479,-0.0056426197410427426,-0.02058714536740227,-0.06621198995231425,0.011888342707450317,0.0072694265753521226,-0.010687433893288745,0.050759243472882964,-0.0025142320614613967,-0.005503437437895609,-0.06318219490259624
0.01718429633789642,0.028341444391564136,0.012446955311123054,-0.006738326386420546,-0.02146894786274134,-0.02622428538408106,-0.016035499798570885,0.023575221823429304,-0.015152769367404506,0.005546100135575882,0.012139935524770107,-0.0038458273573842017
0.00810746288762243,-0.01608602860841471,0.01925129088120381,0.003824537293414995,0.015528467137608915,-0.04056022806071202,-0.024801573021789647,0.03646300975357075,-0.05363776287110611,0.008577968209690812,0.018776433611644383,0.03661102406975747
-0.0024674887049292993,-0.036982594253206186,0.015932102798237535,0.008792804885019065,0.03390657525463325,-0.033567085291623666,-0.020525439742170692,0.030176283933989634,-0.05852313734273751,0.007099008173537147,0.015539117471705666,0.04916605883484243
-0.007754964501205275,-0.02463809445086343,0.0036511068912623568,0.005857835601306502,0.022791696694228314,-0.007692457045996637,-0.004703746607580994,0.006915398401538431,-0.023636293086814142,0.0016268560397686982,0.0035610477539325114,0.02479697639388373
-0.0009693705626513394,0.030657628890558758,-0.01642998101068327,-0.007289011344807828,-0.028689848337707935,0.034616056706987974,0.021166859734113475,-0.0311192928069286,0.05719536959214799,-0.0073208521789607794,-0.01602471489269619,-0.045518523797105026
